Conf,Season,Team,Total.Wins,Total.Losses,Total.Ties,Total.Pct,Conf.Wins,Conf.Losses,Conf.Ties,Conf.Pct,Off,Def,SRS,SOS,Pre,High,Post,Notes
Ind,2011,Navy,5,7,,0.417,0,0,,,29.7,28.9,-1.39,-1.56,,,,
Ind,2011,Army,3,9,,0.25,0,0,,,24.8,28.3,-8.88,-1.8,,,,
Ind,2012,Notre Dame,12,1,,0.923,0,0,,,25.8,12.8,16.98,6.14,,1,4,record adjusted to 0-1-0 by NCAA
Ind,2012,BYU,8,5,,0.615,0,0,,,28.7,14,8.77,-0.61,,25,,
Ind,2012,Navy,8,5,,0.615,0,0,,,25,25.7,-1.76,-2.61,,,,
Ind,2012,Army,2,10,,0.167,0,0,,,24.3,35.3,-14.23,-4.23,,,,
Ind,2013,Notre Dame,9,4,,0.692,2,0,1,,27.2,22.4,9.5,4.5,14,14,20,record adjusted to 0-4-0 by NCAA
Ind,2013,New Mexico State,2,10,,0.167,1,0,1,,20.9,44.6,-19.36,-3.77,,,,
Ind,2013,Navy,9,4,,0.692,1,1,0.5,,33.5,24.4,4.26,-2.89,,,,
Ind,2013,BYU,8,5,,0.615,0,1,0,,30.2,22.1,10.23,3.77,,,,
Ind,2013,Army,3,9,,0.25,0,1,0,,24.4,31.6,-12.36,-5.27,,,,
Ind,2013,Idaho,1,11,,0.083,0,1,0,,18.2,46.8,-19.3,-1.3,,,,
Ind,2014,Notre Dame,8,5,,0.615,1,0,1,,32.8,29.2,8.56,5.33,17,5,,
Ind,2014,Navy,8,5,,0.615,1,1,0.5,,31.8,27.3,2.19,-1.5,,,,
Ind,2014,Army,4,8,,0.333,0,1,0,,24.9,32.9,-12.95,-5.78,,,,
Ind,2014,BYU,8,5,,0.615,0,0,,,37.1,27.5,4.38,-1.32,,18,,
Ind,2015,Notre Dame,10,3,,0.769,,,,,34.2,24.1,14.33,6.1,11,4,11,
Ind,2015,BYU,9,4,,0.692,,,,,33.7,22.8,7.51,0.66,,19,,
Ind,2015,Army,2,10,,0.167,,,,,22.1,27.8,-11.82,-5.9,,,,
Ind,2016,Massachusetts,2,10,,0.167,,,,,23.3,35.5,-11.94,-1.44,,,,
Ind,2016,Army,8,5,,0.615,,,,,29.9,19.8,-2.41,-6.41,,,,
Ind,2016,BYU,9,4,,0.692,,,,,29.5,19.5,6.5,-1.19,,,,
Ind,2016,Notre Dame,4,8,,0.333,,,,,30.9,27.8,4.27,3.94,10,10,,
Ind,2017,Massachusetts,4,8,,0.333,,,,,30.6,31.8,-9.36,-7.03,,,,
Ind,2017,Army,10,3,,0.769,,,,,30.7,22,3.69,-3,,,,
Ind,2017,Notre Dame,10,3,,0.769,,,,,34.2,21.5,19.41,8.94,,3,11,
Ind,2017,BYU,4,9,,0.308,,,,,17.1,24.7,-8.06,-1.37,,,,
Ind,2018,Massachusetts,4,8,,0.333,1,1,0.5,,32.8,42.9,-11.06,-2.81,,,,
Ind,2018,New Mexico State,3,9,,0.25,1,2,0.333,,25.3,41.3,-17.59,-5.84,,,,
Ind,2018,Liberty,6,6,,0.5,1,3,0.25,,33.3,36.8,-9.12,-6.62,,,,
Ind,2018,Army,11,2,,0.846,1,0,1,,32.8,17.7,7.27,-3.81,,19,19,
Ind,2018,BYU,7,6,,0.538,2,0,1,,27.2,21.4,3.07,-0.94,,20,,
Ind,2018,Notre Dame,12,1,,0.923,0,0,,,31.4,18.2,17.4,5.17,12,3,5,
Ind,2019,Liberty,8,5,,0.615,3,1,0.75,,32.8,28.1,-5.7,-8.54,,,,
Ind,2019,New Mexico State,2,10,,0.167,0,2,0,,21.7,41,-16.86,-3.78,,,,
Ind,2019,Massachusetts,1,11,,0.083,0,3,0,,19.8,52.7,-29.95,-8.87,,,,
Ind,2019,BYU,7,6,,0.538,2,0,1,,28.5,25.5,0.85,-1.23,,,,
Ind,2019,Army,5,8,,0.385,1,0,1,,28.5,23,-4.23,-4.7,,,,
Ind,2019,Notre Dame,11,2,,0.846,,,,,36.8,17.9,17.22,3.3,9,7,12,
MAC,1962,Bowling Green State,7,1,1,0.833,5,0,1,0.917,22.7,10.1,4.85,-5.04,,,,
MAC,1962,Ohio,8,3,0,0.727,5,1,0,0.833,23.7,10.2,6.86,-3.5,,,,
MAC,1962,Miami (OH),8,2,1,0.773,3,1,1,0.7,21.9,15.9,4.17,-2.47,,,,
MAC,1962,Western Michigan,5,4,0,0.556,3,3,0,0.5,17.6,12.4,0.01,-4.22,,,,
MAC,1962,Kent State,3,6,0,0.333,2,4,0,0.333,11.9,20.6,-9.77,-2.66,,,,
MAC,1962,Toledo,3,6,0,0.333,1,5,0,0.167,14.8,19.6,-9.08,-4.3,,,,
MAC,1962,Marshall,4,6,0,0.4,0,5,0,0,13.7,23.7,-12.57,-6.07,,,,
MAC,1963,Ohio,6,4,0,0.6,5,1,0,0.833,13.5,10.3,-9.28,-12.28,,,,
MAC,1963,Miami (OH),5,3,2,0.6,4,1,1,0.75,20.8,17.8,-5.73,-8.73,,,,
MAC,1963,Bowling Green State,8,2,0,0.8,4,2,0,0.667,20.1,11.6,-4.72,-13.22,,,,
MAC,1963,Marshall,5,4,1,0.55,3,2,1,0.583,13.9,13.9,-12,-12.8,,,,
MAC,1963,Western Michigan,2,7,0,0.222,2,4,0,0.333,12.3,22.3,-17.69,-9.58,,,,
MAC,1963,Kent State,3,5,1,0.389,1,5,0,0.167,11.9,13.6,-13.9,-12.12,,,,
MAC,1963,Toledo,2,7,0,0.222,1,5,0,0.167,13.1,19.6,-19.2,-12.31,,,,
MAC,1964,Bowling Green State,9,1,0,0.9,5,1,0,0.833,27.5,8.7,4.55,-11.05,,,,
MAC,1964,Marshall,7,3,0,0.7,4,2,0,0.667,12,9.3,-6.85,-10.55,,,,
MAC,1964,Miami (OH),6,3,1,0.65,4,2,0,0.667,21,14.2,-0.48,-6.38,,,,
MAC,1964,Ohio,5,4,1,0.55,3,2,1,0.583,12.2,9.9,-4.19,-6.89,,,,
MAC,1964,Western Michigan,3,6,0,0.333,2,4,0,0.333,8.6,20.6,-16.82,-8.37,,,,
MAC,1964,Kent State,3,5,1,0.389,1,4,1,0.25,9.7,13.4,-12.14,-9.36,,,,
MAC,1964,Toledo,2,8,0,0.2,1,5,0,0.167,12.7,21.8,-14.04,-4.54,,,,
MAC,1965,Bowling Green State,7,2,0,0.778,5,1,0,0.833,13.7,11.9,-5.26,-9.15,,,,
MAC,1965,Miami (OH),7,3,0,0.7,5,1,0,0.833,24.7,13.7,3.56,-6.25,,,,
MAC,1965,Western Michigan,6,2,1,0.722,3,2,1,0.583,14.2,14.1,-7.06,-8.84,,,,
MAC,1965,Kent State,5,4,1,0.55,3,2,1,0.583,14.4,11.4,-3.29,-5.99,,,,
MAC,1965,Marshall,5,5,0,0.5,2,4,0,0.333,15,16.8,-9.89,-8.29,,,,
MAC,1965,Toledo,5,5,0,0.5,2,4,0,0.333,10.4,9.6,-7.59,-8.49,,,,
MAC,1965,Ohio,0,10,0,0,0,6,0,0,7.7,21,-18.51,-5.61,,,,
MAC,1966,Miami (OH),9,1,0,0.9,5,1,0,0.833,22.9,7.6,8.13,-5.97,,,,
MAC,1966,Western Michigan,7,3,0,0.7,5,1,0,0.833,17.5,19.4,-5.46,-5.66,,,,
MAC,1966,Bowling Green State,6,3,0,0.667,4,2,0,0.667,20.8,13.8,-0.99,-6.1,,,,
MAC,1966,Ohio,5,5,0,0.5,3,3,0,0.5,14.9,18.3,-4.45,-3.05,,,,
MAC,1966,Kent State,4,6,0,0.4,2,4,0,0.333,21.1,16.1,-2.82,-5.82,,,,
MAC,1966,Marshall,2,8,0,0.2,1,5,0,0.167,11.3,21,-15.77,-5.97,,,,
MAC,1966,Toledo,2,7,1,0.25,1,5,0,0.167,13.7,16.2,-9.48,-5.48,,,,
MAC,1967,Toledo,9,1,0,0.9,5,1,0,0.833,26.6,8.3,7.06,-7.34,,,,
MAC,1967,Ohio,5,5,0,0.5,4,2,0,0.667,22.3,17.3,1.44,-1.66,,,,
MAC,1967,Miami (OH),6,4,0,0.6,4,2,0,0.667,18.1,11.4,-0.74,-4.94,,,,
MAC,1967,Western Michigan,5,4,0,0.556,4,2,0,0.667,17.3,18.2,-6.14,-5.03,,,,
MAC,1967,Bowling Green State,6,4,0,0.6,2,4,0,0.333,13.1,13,-7.14,-7.94,,,,
MAC,1967,Kent State,5,5,0,0.5,2,4,0,0.333,19.5,14.4,-4.39,-5.69,,,,
MAC,1967,Marshall,0,10,0,0,0,6,0,0,7.2,31.1,-21.83,-3.73,,,,
MAC,1968,Ohio,10,1,0,0.909,6,0,0,1,38,20.7,5.37,-8.91,,15,20,
MAC,1968,Miami (OH),7,3,0,0.7,5,1,0,0.833,24,9.9,2.61,-8.09,,,,
MAC,1968,Bowling Green State,6,3,1,0.65,3,2,0,0.6,26.7,14.7,-3.04,-10.14,,,,
MAC,1968,Toledo,5,4,1,0.55,3,2,0,0.6,23,15.6,-0.21,-7.31,,,,
MAC,1968,Western Michigan,3,6,0,0.333,2,4,0,0.333,17.8,21.2,-11.09,-7.65,,,,
MAC,1968,Kent State,1,9,0,0.1,1,5,0,0.167,10.1,23,-20.14,-7.24,,,,
MAC,1968,Marshall,0,9,1,0.05,0,6,0,0,12.9,35.8,-26.57,-8.17,,,,
MAC,1969,Toledo,11,0,0,1,6,0,0,1,35,14.5,12.89,-6.65,,20,,
MAC,1969,Bowling Green State,6,4,0,0.6,4,2,0,0.667,17.9,14.6,-1.67,-4.57,,,,
MAC,1969,Miami (OH),7,3,0,0.7,3,3,0,0.5,23.1,13.9,1.61,-6.39,,,,
MAC,1969,Ohio,5,4,1,0.55,3,3,0,0.5,25.6,22.2,0.81,-1.59,,,,
MAC,1969,Western Michigan,4,6,0,0.4,2,4,0,0.333,21.6,20.3,-3.45,-3.35,,,,
MAC,1969,Marshall,3,7,0,0.3,2,4,0,0.333,20.7,28.1,-13.04,-5.64,,,,
MAC,1969,Kent State,5,5,0,0.5,1,5,0,0.167,16.6,19.8,-6.45,-4.45,,,,
MAC,1970,Toledo,12,0,0,1,5,0,0,1,32,7.3,8.94,-10.98,,12,12,
MAC,1970,Miami (OH),7,3,0,0.7,3,2,0,0.6,18.7,11.2,-3.25,-8.85,,,,
MAC,1970,Ohio,4,5,0,0.444,3,2,0,0.6,19.8,29,-6.24,-1.57,,,,
MAC,1970,Western Michigan,7,3,0,0.7,2,3,0,0.4,27.7,13.2,2.65,-8.56,,,,
MAC,1970,Kent State,3,7,0,0.3,1,4,0,0.2,16.1,22.2,-13.47,-7.97,,,,
MAC,1970,Bowling Green State,2,6,1,0.278,1,4,0,0.2,13.1,19.8,-12.9,-4.57,,,,
MAC,1971,Toledo,12,0,0,1,5,0,0,1,31.9,8,10.95,-7.72,,13,14,
MAC,1971,Bowling Green State,6,4,0,0.6,4,1,0,0.8,26.3,20.7,-2.63,-7.93,,,,
MAC,1971,Miami (OH),7,3,0,0.7,2,3,0,0.4,20.7,11.7,0.13,-5.38,,,,
MAC,1971,Western Michigan,7,3,0,0.7,2,3,0,0.4,22.8,12.4,1.54,-6.16,,,,
MAC,1971,Ohio,5,5,0,0.5,2,3,0,0.4,24,17.3,2.26,-2.74,,,,
MAC,1971,Kent State,3,8,0,0.273,0,5,0,0,15.4,27.6,-12.53,-2.53,,,,
MAC,1972,Kent State,6,5,1,0.542,4,1,0,0.8,15.9,16.3,-6.45,-6.7,,,,
MAC,1972,Bowling Green State,6,3,1,0.65,3,1,1,0.7,18.4,12.7,-0.63,-5.13,,,,
MAC,1972,Western Michigan,7,3,1,0.682,2,2,1,0.5,20.8,18.3,-6.1,-9.37,,,,
MAC,1972,Miami (OH),7,3,0,0.7,2,3,0,0.4,23.2,11.6,-1.31,-12.01,,,,
MAC,1972,Toledo,6,5,0,0.545,2,3,0,0.4,17.8,19.1,-9.42,-8.51,,,,
MAC,1972,Ohio,3,8,0,0.273,1,4,0,0.2,16.8,29.2,-17.76,-7.21,,,,
MAC,1973,Miami (OH),11,0,0,1,5,0,0,1,20.3,6.9,12.62,-0.93,,15,15,
MAC,1973,Kent State,9,2,0,0.818,4,1,0,0.8,27.3,11.9,9.82,-3.36,,19,,
MAC,1973,Bowling Green State,7,3,0,0.7,2,3,0,0.4,26.6,20.9,1.24,-4.56,,20,,
MAC,1973,Ohio,5,5,0,0.5,2,3,0,0.4,15.6,23.1,-1.64,2.77,,,,
MAC,1973,Western Michigan,6,5,0,0.545,1,4,0,0.2,17.3,19.8,-7.5,-5.77,,,,
MAC,1973,Toledo,3,8,0,0.273,1,4,0,0.2,20.8,26.2,-9.03,-4.12,,,,
MAC,1974,Miami (OH),10,0,1,0.955,5,0,0,1,27.5,7.8,13.69,-2.77,,10,10,
MAC,1974,Ohio,6,5,0,0.545,3,2,0,0.6,22.6,19.2,-1.2,-3.29,,,,
MAC,1974,Toledo,6,5,0,0.545,3,2,0,0.6,23.8,24.5,-8.65,-8.28,,,,
MAC,1974,Kent State,7,4,0,0.636,2,3,0,0.4,23.1,14.6,-0.54,-6.72,,,,
MAC,1974,Bowling Green State,6,4,1,0.591,2,3,0,0.4,22.6,18.5,-1.26,-5.17,,,,
MAC,1974,Western Michigan,3,8,0,0.273,0,5,0,0,17,24.5,-15.45,-8.72,,,,
MAC,1975,Miami (OH),11,1,0,0.917,6,0,0,1,25.5,11.8,7.88,-3.53,,12,12,
MAC,1975,Central Michigan,8,2,1,0.773,4,1,1,0.75,28.1,9.3,0.08,-11.56,,,,
MAC,1975,Ball State,9,2,0,0.818,4,2,0,0.667,22.2,15.5,0.84,-5.79,,,,
MAC,1975,Bowling Green State,8,3,0,0.727,4,2,0,0.667,25.3,15.1,3.43,-5.29,,,,
MAC,1975,Ohio,5,5,1,0.5,3,3,1,0.5,14.9,13,-3.6,-4.69,,,,
MAC,1975,Toledo,5,6,0,0.455,4,4,0,0.5,22.2,25.2,-7.99,-6.17,,,,
MAC,1975,Northern Illinois,3,8,0,0.273,2,3,0,0.4,17.5,20.9,-12.25,-9.52,,,,
MAC,1975,Kent State,4,7,0,0.364,1,6,0,0.143,18.4,26.3,-11.97,-4.43,,,,
MAC,1975,Western Michigan,1,10,0,0.091,0,7,0,0,10.8,27,-19.24,-4.88,,,,
MAC,1976,Ball State,8,3,0,0.727,4,1,0,0.8,23.4,11.3,-4.63,-13.54,,,,
MAC,1976,Kent State,8,4,0,0.667,6,2,0,0.75,23.3,17.2,-3.93,-9.51,,,,
MAC,1976,Ohio,7,4,0,0.636,6,2,0,0.75,23,15.9,-4.83,-9.74,,,,
MAC,1976,Western Michigan,7,4,0,0.636,6,3,0,0.667,24.5,18.4,-5.59,-11.04,,,,
MAC,1976,Central Michigan,7,4,0,0.636,4,3,0,0.571,20.3,19.9,-12.28,-14.28,,,,
MAC,1976,Bowling Green State,6,5,0,0.545,4,3,0,0.571,26.5,22.6,-6.13,-8.68,,,,
MAC,1976,Miami (OH),3,8,0,0.273,2,4,0,0.333,14.5,18.9,-9.96,-4.96,20,20,,
MAC,1976,Toledo,3,8,0,0.273,2,6,0,0.25,16.8,21.1,-16.53,-11.26,,,,
MAC,1976,Eastern Michigan,2,9,0,0.182,1,5,0,0.167,12,32.3,-22.53,-8.08,,,,
MAC,1976,Northern Illinois,1,10,0,0.091,0,6,0,0,5.1,33.3,-29.78,-10.42,,,,
MAC,1977,Miami (OH),10,1,0,0.909,5,0,0,1,23.8,15.7,2.46,-6.99,,,,
MAC,1977,Central Michigan,10,1,0,0.909,7,1,0,0.875,28.6,14.1,1.12,-10.61,,,,
MAC,1977,Ball State,9,2,0,0.818,5,1,0,0.833,34.3,15.4,2.9,-10.65,,,,
MAC,1977,Eastern Michigan,8,3,0,0.727,4,3,0,0.571,21.7,17.7,-5.18,-10.09,,,,
MAC,1977,Kent State,6,5,0,0.545,5,4,0,0.556,18.2,21.9,-6.22,-5.77,,,,
MAC,1977,Bowling Green State,5,7,0,0.417,4,3,0,0.571,22.9,24.7,-7.4,-5.15,,,,
MAC,1977,Western Michigan,4,7,0,0.364,3,5,0,0.375,23.1,21,-6.01,-7.01,,,,
MAC,1977,Northern Illinois,3,8,0,0.273,2,5,0,0.286,12.5,22.6,-16.02,-7.38,,,,
MAC,1977,Toledo,2,9,0,0.182,2,7,0,0.222,10.2,26.1,-18.31,-6.13,,,,
MAC,1977,Ohio,1,10,0,0.091,0,8,0,0,21.9,32.8,-16.95,-6.41,,,,
MAC,1978,Ball State,10,1,0,0.909,8,0,0,1,22.8,7.5,2.74,-12.35,,,,
MAC,1978,Central Michigan,9,2,0,0.818,8,1,0,0.889,30.1,10.8,1.84,-13.26,,,,
MAC,1978,Miami (OH),8,2,1,0.773,5,2,0,0.714,20.7,14.6,-2.1,-8.74,,,,
MAC,1978,Western Michigan,7,4,0,0.636,5,4,0,0.556,20,13.8,-7.94,-12.94,,,,
MAC,1978,Northern Illinois,5,6,0,0.455,2,4,0,0.333,21.1,25.8,-15.23,-11.13,,,,
MAC,1978,Bowling Green State,4,7,0,0.364,3,5,0,0.375,25.2,24.3,-10.9,-8.81,,,,
MAC,1978,Ohio,3,8,0,0.273,3,5,0,0.375,10.9,22.4,-15.86,-6.5,,,,
MAC,1978,Kent State,4,7,0,0.364,2,6,0,0.25,14.4,22.5,-17.94,-11.39,,,,
MAC,1978,Toledo,2,9,0,0.182,2,7,0,0.222,13.1,23.3,-20.06,-9.61,,,,
MAC,1978,Eastern Michigan,3,7,0,0.3,1,5,0,0.167,12.2,23.8,-21.09,-11.69,,,,
MAC,1979,Central Michigan,10,0,1,0.955,8,0,1,0.944,26.5,12.1,8.7,-6.66,,,,
MAC,1979,Toledo,7,3,1,0.682,7,1,1,0.833,19.4,17.3,-0.99,-5.08,,,,record adjusted to 8-2-1 by NCAA
MAC,1979,Ball State,6,5,0,0.545,4,4,0,0.5,24.7,17.4,-2.74,-7.29,,,,
MAC,1979,Northern Illinois,5,5,1,0.5,3,3,1,0.5,16.1,18.7,-6.34,-5.89,,,,
MAC,1979,Ohio,6,5,0,0.545,4,4,0,0.5,21.6,15.8,-1.45,-5.54,,,,
MAC,1979,Western Michigan,6,5,0,0.545,5,4,0,0.556,16.9,11.5,-0.84,-4.47,,,,
MAC,1979,Miami (OH),6,5,0,0.545,3,4,0,0.429,20.3,12.9,1.98,-3.56,,,,
MAC,1979,Bowling Green State,4,7,0,0.364,3,5,0,0.375,17.6,24.1,-7.96,-2.05,,,,
MAC,1979,Eastern Michigan,2,8,1,0.227,1,6,1,0.188,10.3,21.5,-17.18,-7,,,,
MAC,1979,Kent State,1,10,0,0.091,1,8,0,0.111,11.5,27.1,-20.34,-5.07,,,,
MAC,1980,Central Michigan,9,2,0,0.818,7,2,0,0.778,19.8,11.5,-3.65,-11.93,,,,
MAC,1980,Western Michigan,7,4,0,0.636,6,3,0,0.667,21.2,16.3,-6.64,-10.28,,,,
MAC,1980,Northern Illinois,7,4,0,0.636,4,3,0,0.571,19.6,15.9,-6.55,-10.73,,,,
MAC,1980,Ball State,6,5,0,0.545,5,4,0,0.556,21.7,18,-5.69,-9.24,,,,
MAC,1980,Ohio,6,5,0,0.545,5,4,0,0.556,20.2,17.8,-8.61,-9.98,,,,
MAC,1980,Miami (OH),5,6,0,0.455,4,3,0,0.571,21.9,17.5,-5.22,-6.94,,,,
MAC,1980,Bowling Green State,4,7,0,0.364,4,4,0,0.5,17.2,16.9,-10.07,-8.43,,,,
MAC,1980,Toledo,4,7,0,0.364,3,6,0,0.333,17,17.3,-12.21,-9.67,,,,
MAC,1980,Kent State,3,8,0,0.273,3,6,0,0.333,14.5,25.4,-17.64,-8.92,,,,
MAC,1980,Eastern Michigan,1,9,0,0.1,1,7,0,0.125,8.1,32.2,-28.06,-10.16,,,,
MAC,1981,Toledo,9,3,0,0.75,8,1,0,0.889,22.5,14.2,-0.27,-7.19,,,,
MAC,1981,Miami (OH),8,2,1,0.773,6,1,1,0.813,18.1,14,0.59,-5.87,,,,
MAC,1981,Central Michigan,7,4,0,0.636,7,2,0,0.778,20.3,11.9,-1.93,-8.2,,,,
MAC,1981,Bowling Green State,5,5,1,0.5,5,3,1,0.611,14.1,12,-5.81,-6.72,,,,
MAC,1981,Western Michigan,6,5,0,0.545,5,4,0,0.556,18.7,15.5,-6.45,-8.45,,,,
MAC,1981,Ohio,5,6,0,0.455,5,4,0,0.556,20.7,23.4,-8.6,-6.51,,,,
MAC,1981,Kent State,4,7,0,0.364,3,6,0,0.333,13.1,15.6,-10.74,-7.83,,,,
MAC,1981,Ball State,4,7,0,0.364,2,6,0,0.25,14.3,19.8,-12.28,-8.19,,,,
MAC,1981,Northern Illinois,3,8,0,0.273,2,7,0,0.222,14.5,19.7,-14.02,-8.93,,,,
MAC,1981,Eastern Michigan,0,11,0,0,0,9,0,0,8,30.7,-26.51,-7.87,,,,
MAC,1982,Bowling Green State,7,5,0,0.583,7,2,0,0.778,22.1,16.6,-5.19,-8.77,,,,
MAC,1982,Western Michigan,7,2,2,0.727,5,2,2,0.667,16.9,7.1,-5.1,-13.64,,,,
MAC,1982,Miami (OH),7,4,0,0.636,5,3,0,0.625,17.7,11,-5.53,-11.53,,,,
MAC,1982,Central Michigan,6,4,1,0.591,5,3,1,0.611,20.7,18.1,-9.17,-11.81,,,,
MAC,1982,Northern Illinois,5,5,0,0.5,5,4,0,0.556,13.7,13.6,-13.16,-11.86,,,,
MAC,1982,Ohio,6,5,0,0.545,5,4,0,0.556,14.9,23.5,-15.03,-12.21,,,,
MAC,1982,Toledo,6,5,0,0.545,5,4,0,0.556,16.7,14.7,-9.15,-11.24,,,,
MAC,1982,Ball State,5,6,0,0.455,4,4,0,0.5,16.1,18.8,-16.4,-12.95,,,,
MAC,1982,Eastern Michigan,1,9,1,0.136,1,7,1,0.167,7.7,18.6,-21.68,-12.13,,,,
MAC,1982,Kent State,0,11,0,0,0,9,0,0,10.4,24.5,-23.66,-10.48,,,,
MAC,1983,Northern Illinois,10,2,0,0.833,8,1,0,0.889,26.2,16.9,4.7,-5.13,,,,
MAC,1983,Toledo,9,2,0,0.818,7,2,0,0.778,25.1,14.3,1.64,-8.18,,,,
MAC,1983,Bowling Green State,8,3,0,0.727,7,2,0,0.778,25.2,22,-0.49,-4.49,,,,
MAC,1983,Central Michigan,8,3,0,0.727,7,2,0,0.778,23.4,12.4,3.44,-6.38,,,,
MAC,1983,Ball State,6,5,0,0.545,4,4,0,0.5,22.5,27.5,-9.61,-6.88,,,,
MAC,1983,Western Michigan,6,5,0,0.545,4,5,0,0.444,16.3,18.9,-8.29,-6.48,,,,
MAC,1983,Miami (OH),4,7,0,0.364,3,5,0,0.375,13.8,17.2,-6.39,-2.39,,,,
MAC,1983,Ohio,4,7,0,0.364,3,6,0,0.333,14.8,24.5,-11.22,-4.68,,,,
MAC,1983,Kent State,1,10,0,0.091,1,8,0,0.111,14.3,23.6,-14.06,-5.06,,,,
MAC,1983,Eastern Michigan,1,10,0,0.091,0,9,0,0,11.3,25.1,-19.74,-6.11,,,,
MAC,1984,Toledo,8,3,1,0.708,7,1,1,0.833,15.6,13.7,-4.46,-7.46,,,,record adjusted to 9-2-1 by NCAA
MAC,1984,Bowling Green State,8,3,0,0.727,7,2,0,0.778,29.7,18,2.28,-8.17,,,,
MAC,1984,Central Michigan,8,2,1,0.773,6,2,1,0.722,25.6,12.8,0.52,-10.21,,,,
MAC,1984,Ohio,4,6,1,0.409,4,4,1,0.5,12.2,24,-14.27,-6.18,,,,
MAC,1984,Northern Illinois,4,6,1,0.409,3,5,1,0.389,13.9,17.1,-11.54,-8.45,,,,
MAC,1984,Western Michigan,5,6,0,0.455,3,6,0,0.333,21.3,19.4,-8.74,-9.38,,,,
MAC,1984,Kent State,4,7,0,0.364,3,6,0,0.333,12.3,18.1,-12.31,-7.31,,,,
MAC,1984,Miami (OH),4,7,0,0.364,3,5,0,0.375,15.9,20.1,-7.9,-5.18,,,,
MAC,1984,Ball State,3,8,0,0.273,3,5,0,0.375,12.2,25,-16.96,-6.68,,,,
MAC,1984,Eastern Michigan,2,7,2,0.273,2,5,2,0.333,13.7,20.1,-15.25,-8.97,,,,
MAC,1985,Bowling Green State,11,1,0,0.917,9,0,0,1,29.6,18.6,2.05,-9.95,,20,,
MAC,1985,Miami (OH),8,2,1,0.773,7,1,1,0.833,24.2,19.2,-3.77,-9.68,,,,
MAC,1985,Central Michigan,7,3,0,0.7,6,3,0,0.667,19.4,14.3,-7.03,-11.73,,,,
MAC,1985,Western Michigan,4,6,1,0.409,4,4,1,0.5,16.5,19.3,-9.4,-8.13,,,,
MAC,1985,Northern Illinois,4,7,0,0.364,4,4,0,0.5,15.8,23.5,-13.88,-6.97,,,,
MAC,1985,Ball State,4,7,0,0.364,3,6,0,0.333,18.5,25.7,-15.83,-9.64,,,,
MAC,1985,Eastern Michigan,4,7,0,0.364,3,6,0,0.333,17.1,22.9,-16.71,-10.98,,,,
MAC,1985,Toledo,4,7,0,0.364,3,6,0,0.333,12.3,17,-14.33,-9.88,,,,
MAC,1985,Kent State,3,8,0,0.273,2,6,0,0.25,19.3,25.2,-15.22,-9.76,,,,
MAC,1985,Ohio,2,9,0,0.182,2,7,0,0.222,16.5,27.7,-20.98,-9.98,,,,
MAC,1986,Miami (OH),8,4,0,0.667,6,2,0,0.75,28.8,19,-1.8,-9.3,,,,
MAC,1986,Toledo,7,4,0,0.636,5,3,0,0.625,19.6,17.9,-9.11,-11.48,,,,
MAC,1986,Bowling Green State,5,6,0,0.455,5,3,0,0.625,13.5,20.2,-13,-9,,,,
MAC,1986,Kent State,5,6,0,0.455,5,3,0,0.625,16.3,26.2,-15.67,-9.49,,,,
MAC,1986,Ball State,6,5,0,0.545,4,4,0,0.5,18.1,18.3,-12.24,-12.97,,,,
MAC,1986,Central Michigan,5,5,0,0.5,4,4,0,0.5,25.8,28.4,-12.76,-11.86,,,,
MAC,1986,Eastern Michigan,6,5,0,0.545,4,4,0,0.5,20.2,20.7,-13.23,-13.6,,,,
MAC,1986,Western Michigan,3,8,0,0.273,3,5,0,0.375,16.6,23.4,-14.48,-8.57,,,,record adjusted to 4-7-0 by NCAA
MAC,1986,Ohio,1,10,0,0.091,0,8,0,0,17.8,29.9,-24.43,-11.88,,,,
MAC,1987,Eastern Michigan,10,2,0,0.833,7,1,0,0.875,28.6,19.8,-1.84,-11.09,,,,
MAC,1987,Kent State,7,4,0,0.636,5,3,0,0.625,21.2,19.3,-8.15,-10.24,,,,
MAC,1987,Bowling Green State,5,6,0,0.455,5,3,0,0.625,19.5,22.6,-9.85,-8.4,,,,
MAC,1987,Miami (OH),5,6,0,0.455,5,3,0,0.625,16.4,21.4,-7.86,-5.4,,,,
MAC,1987,Western Michigan,5,6,0,0.455,4,4,0,0.5,19.8,21.8,-13.8,-11.52,,,,
MAC,1987,Central Michigan,5,5,1,0.5,3,4,1,0.438,20.2,18.5,-9.31,-10.5,,,,
MAC,1987,Toledo,3,7,1,0.318,3,4,1,0.438,15,22.3,-13.47,-7.38,,,,
MAC,1987,Ball State,4,7,0,0.364,3,5,0,0.375,20.5,23.2,-13.56,-10.56,,,,
MAC,1987,Ohio,1,10,0,0.091,0,8,0,0,11.5,24.6,-20.7,-7.24,,,,
MAC,1988,Western Michigan,9,3,0,0.75,7,1,0,0.875,29.5,19.8,-1.21,-10.38,,,,
MAC,1988,Ball State,8,3,0,0.727,5,3,0,0.625,26,15.5,-2.49,-11.58,,,,
MAC,1988,Central Michigan,7,4,0,0.636,5,3,0,0.625,26.1,16,-1.88,-9.97,,,,
MAC,1988,Eastern Michigan,6,3,1,0.65,5,2,1,0.688,17.3,20,-7.35,-8.75,,,,
MAC,1988,Toledo,6,5,0,0.545,4,4,0,0.5,22.2,20.1,-9.57,-10.94,,,,
