Season,Date,Time,Location,Opponent,City,Tournament,Result
2009,"October 10, 2009 (Saturday)",4:05 PM,Home,UMass Lowell,"Omaha, Neb.",Icebreaker Tournament,"W, 4-3 "
2009,"October 16, 2009 (Friday)",6:00 PM,Away,Colgate University,"Hamilton, NY",,"T, 1-1 "
2009,"October 17, 2009 (Saturday)",6:00 PM,Away,Colgate University,"Hamilton, NY",,"W, 4-1 "
2009,"October 30, 2009 (Friday)",7:35 PM,Home,Bowling Green,"Omaha, Neb.",,"T, 3-3 "
2009,"October 31, 2009 (Saturday)",8:05 PM,Home,Bowling Green,"Omaha, Neb.",,"W, 3-1 "
2009,"November 5, 2009 (Thursday)",6:05 PM,Away,Michigan State,"East Lansing, Mich.",,"L, 0-3 "
2009,"November 6, 2009 (Friday)",6:05 PM,Away,Michigan State,"East Lansing, Mich.",,"T, 3-3 "
2009,"November 13, 2009 (Friday)",7:35 PM,Home,Lake Superior State,"Omaha, Neb.",,"W, 4-0 "
2009,"November 14, 2009 (Saturday)",7:05 PM,Home,Lake Superior State,"Omaha, Neb.",,"L, 1-3 "
2009,"November 20, 2009 (Friday)",6:35 PM,Away,Northern Michigan,"Marquette, Mich.",,"L, 1-5 "
2009,"November 21, 2009 (Saturday)",6:35 PM,Away,Northern Michigan,"Marquette, Mich.",,"L, 3-6 "
2009,"November 27, 2009 (Friday)",7:35 PM,Home,Western Michigan,"Omaha, Neb.",,"W, 4-3 "
2009,"November 28, 2009 (Saturday)",7:05 PM,Home,Western Michigan,"Omaha, Neb.",,"W, 4-2 "
2009,"December 4, 2009 (Friday)",6:05 PM,Away,Ferris State,"Big Rapids, Mich.",,"L, 0-2 "
2009,"December 5, 2009 (Saturday)",4:05 PM,Away,Ferris State,"Big Rapids, Mich.",,"L, 1-3 "
2009,"December 11, 2009 (Friday)",10:05 PM,Away,Alaska,"Fairbanks, Alaska",,"L, 3-4 "
2009,"December 12, 2009 (Saturday)",10:05 PM,Away,Alaska,"Fairbanks, Alaska",,"W, 5-3 "
2009,"December 18, 2009 (Friday)",7:37 PM,Away,Minnesota State,"Mankato, Minn.",,"T, 1-1 "
2009,"December 19, 2009 (Saturday)",7:05 PM,Home,Minnesota State,"Omaha, Neb.",,"W, 2-1 "
2009,"January 1, 2010 (Friday)",8:35 PM,Away,Denver,"Denver, Colo.",,"L, 0-7 "
2009,"January 2, 2010 (Saturday)",5:05 PM,,St. Lawrence,"Denver, Colo.",,"T, 2-2 "
2009,"January 8, 2010 (Friday)",7:35 PM,Home,Alaska,"Omaha, Neb.",,"L, 1-3 "
2009,"January 9, 2010 (Saturday)",7:05 PM,Home,Alaska,"Omaha, Neb.",,"W, 2-1 "
2009,"January 15, 2010 (Friday)",6:05 PM,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"L, 1-2 "
2009,"January 16, 2010 (Saturday)",6:05 PM,Away,Lake Superior State,"Sault Ste. Marie, Mich.",,"L, 4-5 "
2009,"January 22, 2010 (Friday)",7:35 PM,Home,Northern Michigan,"Omaha, Neb.",,"W, 7-2 "
2009,"January 23, 2010 (Saturday)",7:05 PM,Home,Northern Michigan,"Omaha, Neb.",,"W, 5-3 "
2009,"January 29, 2010 (Friday)",7:05 PM,Away,Notre Dame,"Notre Dame, Ind.",,"W, 5-3 "
2009,"January 30, 2010 (Saturday)",7:05 PM,Away,Notre Dame,"Notre Dame, Ind.",,"L, 2-3 "
2009,"February 5, 2010 (Friday)",7:35 PM,Home,Ohio State,"Omaha, Neb.",,"T, 5-5 "
2009,"February 6, 2010 (Saturday)",7:05 PM,Home,Ohio State,"Omaha, Neb.",,"W, 4-3 "
2009,"February 12, 2010 (Friday)",7:05 PM,Home,Michigan,"Omaha, Neb.",,"W, 4-3 "
2009,"February 13, 2010 (Saturday)",7:05 PM,Home,Michigan,"Omaha, Neb.",,"W, 4-1 "
2009,"February 19, 2010 (Friday)",6:35 PM,Away,Miami,"Oxford, Ohio",,"L, 2-6 "
2009,"February 20, 2010 (Saturday)",6:05 PM,Away,Miami,"Oxford, Ohio",,"W, 4-2 "
2009,"February 26, 2010 (Friday)",7:35 PM,Home,Bemidji State,"Omaha, Neb.",,"L, 1-3 "
2009,"February 27, 2010 (Saturday)",8:05 PM,Home,Bemidji State,"Omaha, Neb.",,"W, 3-2 "
2009,"March 5, 2010 (Friday)",7:35 PM,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 6-1 "
2009,"March 6, 2010 (Saturday)",7:05 PM,Home,Bowling Green,"Omaha, Neb.",CCHA Playoffs,"W, 6-1 "
2009,"March 12, 2010 (Friday)",6:05 PM,Away,Ferris State,"Big Rapids, Mich.",CCHA Playoffs,"L, 1-3 "
2009,"March 13, 2010 (Saturday)",6:05 PM,Away,Ferris State,"Big Rapids, Mich.",CCHA Playoffs,"L, 2-3"
2010,"October 2, 2010 (Saturday)",7:07 PM,Home,British Columbia (Exhib.),"Omaha, Neb.",,"W, 6-1 "
2010,"October 8, 2010 (Friday)",7:37 PM,Home,Clarkson University,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 8-0 "
2010,"October 9, 2010 (Saturday)",7:07 PM,Home,Rochester Institute of Technology,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 5-3 "
2010,"October 15, 2010 (Friday)",7:07 PM,Away,University of Minnesota,"Minneapolis, Minn.",,"W, 5-4 "
2010,"October 16, 2010 (Saturday)",7:07 PM,Away,University of Minnesota,"Minneapolis, Minn.",,"W, 4-2 "
2010,"October 22, 2010 (Friday)",6:35 PM,Away,University of Michigan,"Ann Arbor, Mich.",,"W, 4-2 "
2010,"October 23, 2010 (Saturday)",6:35 PM,Away,University of Michigan,"Ann Arbor, Mich.",,"L, 1-6 "
2010,"November 5, 2010 (Friday)",7:37 PM,Home,Minnesota State University Mankato,"Omaha, Neb.",,"W, 5-1 "
2010,"November 6, 2010 (Saturday)",7:07 PM,Home,Minnesota State University Mankato,"Omaha, Neb.",,"W, 5-2 "
2010,"November 12, 2010 (Friday)",7:07 PM,Away,St. Cloud State University,"St. Cloud, Minn.",,"W, 3-0 "
2010,"November 13, 2010 (Saturday)",7:07 PM,Away,St. Cloud State University,"St. Cloud, Minn.",,"T, 4-4 "
2010,"November 19, 2010 (Friday)",7:37 PM,Home,University of North Dakota,"Omaha, Neb.",,"L, 5-6 "
2010,"November 20, 2010 (Saturday)",7:07 PM,Home,University of North Dakota,"Omaha, Neb.",,"W, 1-0 "
2010,"December 3, 2010 (Friday)",7:37 PM,Away,Bemidji State University,"Bemidji, Minn.",,"L, 0-3 "
2010,"December 4, 2010 (Saturday)",7:07 PM,Away,Bemidji State University,"Bemidji, Minn.",,"L, 1-3 "
2010,"December 9, 2010 (Thursday)",7:37 PM,Home,Michigan Tech,"Omaha, Neb.",,"W, 5-2 "
2010,"December 10, 2010 (Friday)",7:37 PM,Home,Michigan Tech,"Omaha, Neb.",,"W, 3-1 "
2010,"December 18, 2010 (Saturday)",8:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"L, 2-5 "
2010,"December 19, 2010 (Sunday)",7:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"W, 3-0 "
2010,"December 30, 2010 (Thursday)",6:00 PM,Away,Quinnipiac University,"Hamden, Conn.",,"L, 3-4 "
2010,"December 31, 2010 (Friday)",11:00 AM,Away,Quinnipiac University,"Hamden, Conn.",,"L, 2-3 "
2010,"January 14, 2011 (Friday)",7:37 PM,Home,Bemidji State University,"Omaha, Neb.",,"T, 2-2 "
2010,"January 15, 2011 (Saturday)",7:07 PM,Home,Bemidji State University,"Omaha, Neb.",,"L, 2-3 "
2010,"January 21, 2011 (Friday)",7:37 PM,Away,University of North Dakota,"Grand Forks, N.D.",,"W, 8-4 "
2010,"January 22, 2011 (Saturday)",7:07 PM,Away,University of North Dakota,"Grand Forks, N.D.",,"L, 2-4 "
2010,"January 28, 2011 (Friday)",7:37 PM,Home,University of Alabama Huntsville,"Omaha, Neb.",,"W, 4-0 "
2010,"January 29, 2011 (Saturday)",7:07 PM,Home,University of Alabama Huntsville,"Omaha, Neb.",,"L, 1-2 "
2010,"February 4, 2011 (Friday)",7:37 PM,Home,St. Cloud State University,"Omaha, Neb.",,"W, 3-0 "
2010,"February 5, 2011 (Saturday)",7:07 PM,Home,St. Cloud State University,"Omaha, Neb.",,"W, 4-3 "
2010,"February 11, 2011 (Friday)",7:37 PM,Home,University of Wisconsin,"Omaha, Neb.",,"W, 4-1 "
2010,"February 12, 2011 (Saturday)",7:07 PM,Home,University of Wisconsin,"Omaha, Neb.",,"W, 4-3 "
2010,"February 18, 2011 (Friday)",10:07 PM,Away,University of Alaska Anchorage,"Anchorage, Alaska",,"L, 2-3 "
2010,"February 19, 2011 (Saturday)",10:07 PM,Away,University of Alaska Anchorage,"Anchorage, Alaska",,"W, 4-1 "
2010,"February 25, 2011 (Friday)",7:37 PM,Home,University of Denver,"Omaha, Neb.",,"W, 5-2 "
2010,"February 26, 2011 (Saturday)",7:07 PM,Home,University of Denver,"Omaha, Neb.",,"L, 2-4 "
2010,"March 4, 2011 (Friday)",7:07 PM,Away,University of Minnesota Duluth,"Duluth, Minn.",,"L, 1-4 "
2010,"March 5, 2011 (Saturday)",7:07 PM,Away,University of Minnesota Duluth,"Duluth, Minn.",,"W, 5-2 "
2010,"March 11, 2011 (Friday)",7:37 PM,Home,Bemidji State University,"Omaha, Neb.",WCHA Playoffs,"L, 2-4 "
2010,"March 12, 2011 (Saturday)",7:07 PM,Home,Bemidji State University,"Omaha, Neb.",WCHA Playoffs,"L, 2-3 "
2010,"March 25, 2011 (Friday)",4:30 PM,,University of Michigan,"St. Louis, Mo.",,"OT L, 2-3"
2011,"October 1, 2011 (Saturday)",7:07 PM,Home,British Columbia (Exhib.),"Omaha, Neb.",,"W, 4-1 "
2011,"October 7, 2011 (Friday)",7:37 PM,Home,Mercyhurst College,"Omaha, Neb.",Mutual of Omaha Stampede,"W, 5-1 "
2011,"October 8, 2011 (Saturday)",7:07 PM,Home,Colgate University,"Omaha, Neb.",Mutual of Omaha Stampede,"L, 3-4 "
2011,"October 14, 2011 (Friday)",8:05 PM,,University of Alaska Anchorage,"Fairbank, Alaska",Brice Alaska Goal Rush,"L, 0-3 "
2011,"October 15, 2011 (Saturday)",10:05 PM,Away,University of Alaska Fairbanks,"Fairbanks, Alaska",Brice Alaska Goal Rush,"L, 1-4 "
2011,"October 21, 2011 (Friday)",7:37 PM,Home,University of Alaska Anchorage,"Omaha, Neb.",,"W, 4-1 "
2011,"October 22, 2011 (Saturday)",7:07 PM,Home,University of Alaska Anchorage,"Omaha, Neb.",,"W, 3-1 "
2011,"October 28, 2011 (Friday)",7:07 PM,Away,University of Wisconsin,"Madison, Wis.",,"W, 5-4 "
2011,"October 29, 2011 (Saturday)",7:07 PM,Away,University of Wisconsin,"Madison, Wis.",,"L, 3-6 "
2011,"November 4, 2011 (Friday)",7:37 PM,Home,Colorado College,"Omaha, Neb.",,"W, 7-5 "
2011,"November 5, 2011 (Saturday)",7:07 PM,Home,Colorado College,"Omaha, Neb.",,"L, 2-5 "
2011,"November 11, 2011 (Friday)",7:37 PM,Away,Bemidji State University,"Bemidji, Minn.",,"T, 3-3 "
2011,"November 12, 2011 (Saturday)",7:07 PM,Away,Bemidji State University,"Bemidji, Minn.",,"W, 5-1 "
2011,"November 18, 2011 (Friday)",8:37 PM,Away,University of Denver,"Denver, Colo.",,"L, 3-7 "
2011,"November 19, 2011 (Saturday)",8:07 PM,Away,University of Denver,"Denver, Colo.",,"T, 3-3 "
2011,"November 26, 2011 (Saturday)",7:07 PM,Home,St. Cloud State University,"Omaha, Neb.",,"W, 4-3 "
2011,"November 27, 2011 (Sunday)",2:07 PM,Home,St. Cloud State University,"Omaha, Neb.",,"T, 2-2 "
2011,"December 2, 2011 (Friday)",7:00 PM,,University of Alabama-Huntsville,"Nashville, Tenn.",,"L, 1-3 "
2011,"December 3, 2011 (Saturday)",1:00 PM,,University of Alabama-Huntsville,"Nashville, Tenn.",,"W, 6-2 "
2011,"December 9, 2011 (Friday)",7:37 PM,Away,University of North Dakota,"Grand Forks, N.D.",,"OT W, 2-1 "
2011,"December 10, 2011 (Saturday)",7:07 PM,Away,University of North Dakota,"Grand Forks, N.D.",,"L, 0-1 "
2011,"December 30, 2011 (Friday)",7:37 PM,Home,Quinnipiac University,"Omaha, Neb.",,"T, 2-2 "
2011,"December 31, 2011 (Saturday)",2:07 PM,Home,Quinnipiac University,"Omaha, Neb.",,"W, 4-1 "
2011,"January 13, 2012 (Friday)",6:37 PM,Home,University of Minnesota Duluth,"Omaha, Neb.",,"L, 2-6 "
2011,"January 14, 2012 (Saturday)",7:07 PM,Home,University of Minnesota Duluth,"Omaha, Neb.",,"W, 3-1 "
2011,"January 20, 2012 (Friday)",7:37 PM,Away,Minnesota State University Mankato,"Mankato, Minn.",,"W, 2-1 "
2011,"January 21, 2012 (Saturday)",7:07 PM,Away,Minnesota State University Mankato,"Mankato, Minn.",,"L, 4-5 "
2011,"February 3, 2012 (Friday)",7:37 PM,Home,Bemidji State University,"Omaha, Neb.",,"T, 1-1 "
2011,"February 4, 2012 (Saturday)",7:07 PM,Home,Bemidji State University,"Omaha, Neb.",,"L, 4-6 "
2011,"February 10, 2012 (Friday)",6:07 PM,Away,Michigan Tech,"Houghton, Mich.",,"T, 3-3 "
2011,"February 11, 2012 (Saturday)",4:07 PM,Away,Michigan Tech,"Houghton, Mich.",,"W, 4-0 "
2011,"February 17, 2012 (Friday)",9:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"L, 3-4 "
2011,"February 18, 2012 (Saturday)",8:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"W, 5-3 "
2011,"February 24, 2012 (Friday)",7:37 PM,Home,University of Minnesota,"Omaha, Neb.",,"L, 2-3 "
2011,"February 25, 2012 (Saturday)",7:07 PM,Home,University of Minnesota,"Omaha, Neb.",,"L, 2-3 "
2011,"March 2, 2012 (Friday)",6:37 PM,Home,University of Denver,"Omaha, Neb.",,"L, 0-3 "
2011,"March 3, 2012 (Saturday)",7:07 PM,Home,University of Denver,"Omaha, Neb.",,"L, 2-3 "
2011,"March 9, 2012 (Friday)",7:37 PM,Away,St. Cloud State University,"St. Cloud, Minn.",WCHA Playoffs,"L, 0-4 "
2011,"March 10, 2012 (Saturday)",7:07 PM,Away,St. Cloud State University,"St. Cloud, Minn.",WCHA Playoffs,"L, 1-3"
2012,"October 8, 2012 (Monday)",7:07 PM,Home,Lethbridge (Exhibition),"Omaha, Neb.",,"W, 4-1 "
2012,"October 12, 2012 (Friday)",9:00 PM,,Army,"Kansas City, Mo.",Icebreaker Tournament,"W, 5-1 "
2012,"October 13, 2012 (Saturday)",3:30 PM,,Notre Dame,"Kansas City, Mo.",Icebreaker Tournament,"L, 2-3 "
2012,"October 19, 2012 (Friday)",7:37 PM,Home,Northern Michigan University,"Omaha, Neb.",,"W, 5-2 "
2012,"October 20, 2012 (Saturday)",7:07 PM,Home,Northern Michigan University,"Omaha, Neb.",,"L, 1-2 "
2012,"October 26, 2012 (Friday)",7:37 PM,Home,Bemidji State University,"Omaha, Neb.",,"T, 3-3 "
2012,"October 27, 2012 (Saturday)",7:07 PM,Home,Bemidji State University,"Omaha, Neb.",,"L, 2-3 "
2012,"November 2, 2012 (Friday)",6:07 PM,Away,Michigan Tech,"Houghton, Mich.",,"W, 2-1 "
2012,"November 3, 2012 (Saturday)",6:07 PM,Away,Michigan Tech,"Houghton, Mich.",,"W, 5-3 "
2012,"November 10, 2012 (Saturday)",7:07 PM,Home,Minnesota Duluth (Homecoming),"Omaha, Neb.",,"W, 3-2 "
2012,"November 11, 2012 (Sunday)",2:07 PM,Home,Minnesota Duluth,"Omaha, Neb.",,"W, 6-3 "
2012,"November 23, 2012 (Friday)",7:37 PM,Home,Alabama-Huntsville,"Omaha, Neb.",,"W, 3-2 "
2012,"November 24, 2012 (Saturday)",7:07 PM,Home,Alabama-Huntsville,"Omaha, Neb.",,"W, 8-0 "
2012,"November 30, 2012 (Friday)",7:07 PM,Away,Minnesota,"Minneapolis, Minn.",,"W, 3-2 "
2012,"December 1, 2012 (Saturday)",7:07 PM,Away,Minnesota,"Minneapolis, Minn.",,"L, 2-3 "
2012,"December 7, 2012 (Friday)",7:37 PM,Away,St. Cloud State,"St. Cloud, Minn.",,"W, 6-5 "
2012,"December 8, 2012 (Saturday)",7:07 PM,Away,St. Cloud State,"St. Cloud, Minn.",,"L, 1-2 "
2012,"December 14, 2012 (Friday)",7:37 PM,Home,Minnesota State,"Omaha, Neb.",,"L, 3-6 "
2012,"December 15, 2012 (Saturday)",7:07 PM,Home,Minnesota State,"Omaha, Neb.",,"W, 5-1 "
2012,"December 29, 2012 (Saturday)",11:00 AM,Away,Quinnipiac,"Hamden, Conn.",,"L, 4-5 "
2012,"December 30, 2012 (Sunday)",11:00 AM,Away,Quinnipiac,"Hamden, Conn.",,"L, 1-3 "
2012,"January 4, 2013 (Friday)",6:37 PM,Home,Colorado College,"Omaha, Neb.",,"W, 8-4 "
2012,"January 5, 2013 (Saturday)",7:07 PM,Home,Colorado College,"Omaha, Neb.",,"W, 3-1 "
2012,"January 11, 2013 (Friday)",9:07 PM,Away,Denver,"Denver, Colo.",,"L, 4-7 "
2012,"January 12, 2013 (Saturday)",8:07 PM,Away,Denver,"Denver, Colo.",,"T, 3-3 "
2012,"January 25, 2013 (Friday)",7:37 PM,Away,Bemidji State,"Bemidji, Minn.",,"W, 5-3 "
2012,"January 26, 2013 (Saturday)",7:07 PM,Away,Bemidji State,"Bemidji, Minn.",,"W, 2-1 "
2012,"February 1, 2013 (Friday)",7:37 PM,Home,Michigan Tech,"Omaha, Neb.",,"W, 4-3 "
2012,"February 2, 2013 (Saturday)",7:07 PM,Home,Michigan Tech,"Omaha, Neb.",,"L, 1-2 "
2012,"February 8, 2013 (Friday)",6:37 PM,Home,North Dakota,"Omaha, Neb.",,"L, 1-2 "
2012,"February 9, 2013 (Saturday)",4:07 PM,Home,North Dakota,"Omaha, Neb.",,"L, 2-5 "
2012,"February 15, 2013 (Friday)",10:07 PM,Away,Alaska Anchorage,"Anchorage, Alaska",,"W, 3-0 "
2012,"February 16, 2013 (Saturday)",10:07 PM,Away,Alaska Anchorage,"Anchorage, Alaska",,"W, 6-5 "
2012,"February 23, 2013 (Saturday)",7:07 PM,Home,USNTDP (Exhibition),"Omaha, Neb.",,"L, 2-3 "
2012,"March 1, 2013 (Friday)",6:37 PM,Home,Wisconsin,"Omaha, Neb.",,"L, 3-4 "
2012,"March 2, 2013 (Saturday)",7:07 PM,Home,Wisconsin,"Omaha, Neb.",,"L, 2-6 "
2012,"March 8, 2013 (Friday)",7:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"L, 4-5 "
2012,"March 9, 2013 (Saturday)",7:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"L, 0-6 "
2012,"March 15, 2013 (Friday)",7:00 PM,Away,Minnesota State,"Mankato, Minn.",WCHA Playoffs,"L, 3-4 "
2012,"March 16, 2013 (Saturday)",7:07 PM,Away,Minnesota State,"Mankato, Minn.",WCHA Playoffs,"W, 2-1 "
2012,"March 17, 2013 (Sunday)",7:07 PM,Away,Minnesota State,"Mankato, Minn.",WCHA Playoffs,"L, 1-3"
2013,"October 7, 2013 (Monday)",7:07 PM,Home,NAIT (Exhibition),"Omaha, Neb.",,"W, 6-1 "
2013,"October 11, 2013 (Friday)",7:37 PM,Home,Bentley,"Omaha, Neb.",,"L, 4-6 "
2013,"October 12, 2013 (Saturday)",7:07 PM,Home,Bentley,"Omaha, Neb.",,"W, 4-2 "
2013,"October 18, 2013 (Friday)",6:07 PM,Away,Northern Michigan,"Marquette, Mich.",,"W, 2-1 "
2013,"October 19, 2013 (Saturday)",6:07 PM,Away,Northern Michigan,"Marquette, Mich.",,"L, 3-6 "
2013,"October 25, 2013 (Friday)",7:37 PM,Home,Cornell,"Omaha, Neb.",,"L, 3-5 "
2013,"October 26, 2013 (Saturday)",7:07 PM,Home,Cornell,"Omaha, Neb.",,"L, 3-4 "
2013,"November 1, 2013 (Friday)",8:37 PM,Away,Denver,"Denver, Colo.",,"W, 3-2 "
2013,"November 2, 2013 (Saturday)",8:07 PM,Away,Denver,"Denver, Colo.",,"W, 3-2 "
2013,"November 9, 2013 (Saturday)",7:07 PM,Home,North Dakota,"Omaha, Neb.",,"W, 4-2 "
2013,"November 10, 2013 (Sunday)",5:07 PM,Home,North Dakota,"Omaha, Neb.",,"L, 2-3 "
2013,"November 15, 2013 (Friday)",8:07 PM,Home,Michigan,"Omaha, Neb.",,"W, 3-2 "
2013,"November 16, 2013 (Saturday)",7:07 PM,Home,Michigan,"Omaha, Neb.",,"L, 3-4 "
2013,"November 22, 2013 (Friday)",7:37 PM,Home,Miami,"Omaha, Neb.",,"W, 6-3 "
2013,"November 23, 2013 (Saturday)",8:07 PM,Home,Miami,"Omaha, Neb.",,"W, 3-1 "
2013,"December 6, 2013 (Friday)",8:37 PM,Away,Colorado College,"Colorado Springs, Colo.",,"L, 2-4 "
2013,"December 7, 2013 (Saturday)",8:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"2-1 SOW T, 3-3 "
2013,"January 3, 2014 (Friday)",6:35 PM,Away,New Hampshire,"Durham, N.H.",,"L, 3-6 "
2013,"January 4, 2014 (Saturday)",6:00 PM,Away,New Hampshire,"Durham, N.H.",,"L, 2-5 "
2013,"January 10, 2014 (Friday)",7:37 PM,Home,Minnesota Duluth,"Omaha, Neb.",,"L, 2-3 "
2013,"January 11, 2014 (Saturday)",7:07 PM,Home,Minnesota Duluth,"Omaha, Neb.",,"L, 1-3 "
2013,"January 17, 2014 (Friday)",6:37 PM,Away,Miami,"Oxford, Ohio",,"2-3 SOL T, 2-2 "
2013,"January 18, 2014 (Saturday)",6:07 PM,Away,Miami,"Oxford, Ohio",,"W, 5-1 "
2013,"January 31, 2014 (Friday)",7:37 PM,Home,St. Cloud State,"Omaha, Neb.",,"L, 3-5 "
2013,"February 1, 2014 (Saturday)",7:07 PM,Home,St. Cloud State,"Omaha, Neb.",,"W, 8-6 "
2013,"February 7, 2014 (Friday)",7:37 PM,Away,North Dakota,"Grand Forks, N.D.",,"L, 2-4 "
2013,"February 8, 2014 (Saturday)",7:07 PM,Away,North Dakota,"Grand Forks, N.D.",,"W, 6-3 "
2013,"February 14, 2014 (Friday)",7:37 PM,Home,Denver,"Omaha, Neb.",,"W, 4-2 "
2013,"February 15, 2014 (Saturday)",7:07 PM,Home,Denver,"Omaha, Neb.",,"L, 1-4 "
2013,"February 21, 2014 (Friday)",6:07 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 5-1 "
2013,"February 22, 2014 (Saturday)",6:07 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"L, 3-5 "
2013,"February 28, 2014 (Friday)",7:37 PM,Home,Colorado College,"Omaha, Neb.",,"W, 6-0 "
2013,"March 1, 2014 (Saturday)",7:07 PM,Home,Colorado College,"Omaha, Neb.",,"OT W, 2-1 "
2013,"March 7, 2014 (Friday)",7:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"L, 2-8 "
2013,"March 8, 2014 (Saturday)",7:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"W, 4-1 "
2013,"March 13, 2014 (Thursday)",7:37 PM,Home,Denver,"Omaha, Neb.",NCHC Playoffs,"W, 4-3 "
2013,"March 14, 2014 (Friday)",7:37 PM,Home,Denver,"Omaha, Neb.",NCHC Playoffs,"L, 1-5 "
2013,"March 15, 2014 (Saturday)",7:07 PM,Home,Denver,"Omaha, Neb.",NCHC Playoffs,"L, 0-2"
2014,"October 6, 2014 (Monday)",7:07 PM,Home,NAIT (Exhibition),"Omaha, Neb.",,"L, 0-4 "
2014,"October 10, 2014 (Friday)",7:37 PM,Home,Minnesota State,"Omaha, Neb.",,"W, 5-3 "
2014,"October 11, 2014 (Saturday)",7:07 PM,Home,Minnesota State,"Omaha, Neb.",,"L, 2-4 "
2014,"October 17, 2014 (Friday)",6:07 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 5-2 "
2014,"October 18, 2014 (Saturday)",6:07 PM,Away,Western Michigan,"Kalamazoo, Mich.",,"W, 3-0 "
2014,"October 31, 2014 (Friday)",6:00 PM,Away,Cornell,"Ithaca, N.Y.",,"T, 1-1 "
2014,"November 1, 2014 (Saturday)",6:00 PM,Away,Cornell,"Ithaca, N.Y.",,"W, 2-1 "
2014,"November 7, 2014 (Friday)",6:05 PM,Away,Ohio State,"Columbus, Ohio",,"W, 4-1 "
2014,"November 8, 2014 (Saturday)",6:05 PM,Away,Ohio State,"Columbus, Ohio",,"W, 4-3 "
2014,"November 21, 2014 (Friday)",7:37 PM,Home,Minnesota Duluth,"Omaha, Neb.",,"L, 2-3 "
2014,"November 22, 2014 (Saturday)",7:07 PM,Home,Minnesota Duluth,"Omaha, Neb.",,"W, 4-1 "
2014,"November 28, 2014 (Friday)",7:37 PM,Away,North Dakota,"Grand Forks, N.D.",,"1-0 SOW T, 2-2 "
2014,"November 29, 2014 (Saturday)",7:07 PM,Away,North Dakota,"Grand Forks, N.D.",,"L, 2-3 "
2014,"December 5, 2014 (Friday)",6:37 PM,Away,Miami,"Oxford, Ohio",,"L, 2-8 "
2014,"December 6, 2014 (Saturday)",6:07 PM,Away,Miami,"Oxford, Ohio",,"W, 5-2 "
2014,"December 12, 2014 (Friday)",7:37 PM,Home,St. Cloud State,"Omaha, Neb.",,"W, 3-2 "
2014,"December 13, 2014 (Saturday)",8:07 PM,Home,St. Cloud State,"Omaha, Neb.",,"W, 5-3 "
2014,"December 20, 2014 (Saturday)",7:07 PM,Home,Alabama-Huntsville,"Omaha, Neb.",,"W, 2-1 "
2014,"December 21, 2014 (Sunday)",5:07 PM,Home,Alabama-Huntsville,"Omaha, Neb.",,"T, 3-3 "
2014,"December 30, 2014 (Tuesday)",7:07 PM,Home,New Hampshire,"Omaha, Neb.",,"OT W, 2-1 "
2014,"December 31, 2014 (Wednesday)",4:07 PM,Home,New Hampshire,"Omaha, Neb.",,"L, 2-6 "
2014,"January 9, 2015 (Friday)",7:37 PM,Home,Denver,"Omaha, Neb.",,"W, 5-4 "
2014,"January 10, 2015 (Saturday)",7:07 PM,Home,Denver,"Omaha, Neb.",,"W, 1-0 "
2014,"January 16, 2015 (Friday)",8:37 PM,Away,Colorado College,"Colorado Springs, Colo.",,"L, 3-4 "
2014,"January 17, 2015 (Saturday)",8:07 PM,Away,Colorado College,"Colorado Springs, Colo.",,"W, 4-1 "
2014,"January 30, 2015 (Friday)",7:37 PM,Home,North Dakota,"Omaha, Neb.",,"OT W, 3-2 "
2014,"January 31, 2015 (Saturday)",7:07 PM,Home,North Dakota,"Omaha, Neb.",,"OT L, 3-4 "
2014,"February 13, 2015 (Friday)",7:37 PM,Home,Western Michigan,"Omaha, Neb.",,"L, 1-2 "
2014,"February 14, 2015 (Saturday)",7:07 PM,Home,Western Michigan,"Omaha, Neb.",,"W, 3-1 "
2014,"February 20, 2015 (Friday)",7:37 PM,Away,St. Cloud State,"St. Cloud, Minn.",,"L, 3-4 "
2014,"February 21, 2015 (Saturday)",7:07 PM,Away,St. Cloud State,"St. Cloud, Minn.",,"L, 0-2 "
2014,"February 27, 2015 (Friday)",7:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"(2-0 SOW) T, 1-1 "
2014,"February 28, 2015 (Saturday)",6:07 PM,Away,Minnesota Duluth,"Duluth, Minn.",,"(2-1 SOW) T, 1-1 "
2014,"March 6, 2015 (Friday)",7:37 PM,Home,Colorado College,"Omaha, Neb.",,"(0-1 SOL) T, 2-2 "
